player_name,birthday,bmi,date,overall_rating,potential,preferred_foot,long_shots,attack,skill,movement,power,mentality,defend,goal_keep
Pele van Anholt,1991-04-23,25.63,2016-04-21,69.0,73.0,right,49.0,56.2,60.0,75.8,71.2,66.4,68.7,10.2
Pele,1991-09-29,23.06,2016-02-11,75.0,80.0,right,69.0,65.8,72.2,71.2,76.2,76.4,73.7,10.6
Peniel Kokou Mlapa,1991-02-20,23.86,2016-05-05,67.0,71.0,right,64.0,60.8,61.4,65.0,72.0,59.8,23.0,10.0
Pepe Reina,1982-08-31,26.06,2016-02-19,81.0,81.0,right,15.0,13.6,15.4,61.2,43.6,31.2,19.3,81.4
Per Ciljan Skjelbred,1987-06-16,24.07,2016-03-31,77.0,77.0,right,44.0,58.0,73.4,74.4,65.8,70.2,72.3,8.8
Per Mertesacker,1984-09-29,22.88,2016-03-10,83.0,83.0,right,25.0,52.4,49.2,40.6,56.0,60.0,87.3,10.0
Per Nilsson,1982-09-15,24.25,2016-05-12,70.0,70.0,right,56.0,50.4,39.4,42.4,63.8,57.2,69.7,11.6
Perparim Hetemaj,1986-12-12,24.81,2016-05-12,75.0,75.0,right,73.0,68.6,73.0,80.0,79.0,73.6,71.3,9.4
Perry Kitchen,1992-02-29,21.84,2016-03-17,70.0,76.0,right,58.0,58.2,58.2,68.0,72.2,61.8,72.0,12.8
Petar Brlek,1994-01-29,22.73,2016-04-28,59.0,66.0,right,52.0,50.6,53.8,64.8,57.0,57.2,53.3,11.8
Peter Crouch,1981-01-30,20.84,2016-01-28,75.0,75.0,right,71.0,75.6,62.4,53.6,63.8,64.2,25.7,11.6
Peter Grajciar,1983-09-17,23.87,2016-03-03,63.0,63.0,right,69.0,56.2,60.6,64.2,64.8,57.2,56.3,12.6
Peter Jehle,1982-01-22,22.6,2016-03-10,62.0,62.0,right,19.0,18.6,21.4,38.6,34.6,26.2,15.3,62.4
Peter Kovacs,1978-02-07,24.73,2016-01-07,67.0,67.0,right,62.0,61.0,42.8,49.2,58.2,60.6,36.0,12.0
Peter Niemeyer,1983-11-22,22.87,2016-03-10,71.0,71.0,right,39.0,48.4,42.4,45.0,64.0,60.0,77.3,10.6
Peter Odemwingie,1981-07-15,22.11,2016-06-09,73.0,73.0,right,74.0,73.4,71.0,72.8,73.8,60.4,30.3,12.2
Peter Pawlett,1991-02-03,21.52,2016-03-10,68.0,69.0,right,61.0,56.8,48.0,76.2,68.4,56.2,22.0,12.4
Peter Pekarik,1986-10-30,22.74,2016-03-31,76.0,76.0,right,37.0,51.4,63.6,75.0,60.4,58.8,81.3,11.6
Peter Whittingham,1984-09-08,19.94,2016-04-28,70.0,70.0,left,73.0,71.2,75.2,68.6,66.4,65.2,56.7,10.0
Petr Cech,1982-05-20,23.48,2016-01-28,86.0,86.0,left,11.0,20.4,19.8,53.2,36.0,18.6,12.0,82.8
Petros,1989-05-29,23.99,2016-06-02,76.0,77.0,right,61.0,59.2,65.2,74.0,70.0,70.8,77.0,12.4
Petter Andersson,1985-02-20,24.27,2016-05-26,70.0,70.0,right,66.0,65.0,69.4,74.6,68.4,68.6,64.7,11.4
Phil Jones,1992-02-21,20.71,2016-03-10,80.0,84.0,right,59.0,65.2,53.8,62.0,73.8,64.2,82.3,10.2
Philip Haglund,1987-03-22,24.65,2016-06-09,66.0,66.0,right,54.0,54.0,52.4,60.6,73.2,65.6,59.7,9.4
Philipe Sampaio,1994-11-11,24.5,2016-04-14,65.0,76.0,right,30.0,40.6,34.6,43.6,57.2,45.0,66.7,13.0
Philipp Bargfrede,1989-03-03,23.18,2016-04-21,74.0,75.0,right,64.0,60.0,66.8,70.8,69.0,67.6,74.0,10.8
Philipp Hosiner,1989-05-15,24.97,2016-03-17,72.0,73.0,right,59.0,63.6,60.4,79.2,65.6,51.6,16.7,13.8
Philipp Lahm,1983-11-11,22.87,2016-01-28,87.0,87.0,right,65.0,69.2,76.6,81.8,66.4,74.8,89.3,9.4
Philipp Max,1993-09-30,23.67,2016-03-03,70.0,76.0,left,42.0,54.6,65.4,76.2,62.0,52.6,67.3,11.4
Philipp Ochs,1997-04-17,23.78,2016-05-12,63.0,79.0,left,52.0,57.2,57.2,72.2,57.8,51.8,36.0,9.8
Philipp Wollscheid,1989-03-06,23.61,2016-03-10,77.0,78.0,right,19.0,52.0,38.6,51.8,56.0,58.2,78.0,9.6
Philipp Zulechner,1990-04-12,22.38,2016-04-14,66.0,68.0,right,57.0,60.0,50.6,66.4,63.2,54.0,23.3,10.2
Philippe Coutinho,1992-06-12,23.49,2016-04-14,84.0,88.0,right,80.0,70.2,81.8,84.6,69.4,58.4,32.3,9.6
Philippe Koch,1991-02-08,23.43,2016-03-03,66.0,70.0,right,46.0,50.4,51.6,67.8,59.8,51.4,67.0,10.0
Philippe Senderos,1985-02-14,23.12,2016-04-14,71.0,71.0,right,26.0,45.4,35.2,44.8,59.6,53.0,75.7,13.4
Phillip Roberts,1994-04-07,22.53,2016-04-28,59.0,63.0,right,45.0,50.4,50.6,73.4,58.6,52.0,15.7,11.8
Phillippe Mexes,1982-03-30,23.24,2016-04-21,77.0,77.0,right,56.0,60.0,56.0,65.4,69.4,60.4,79.3,3.8
Pierluigi Gollini,1995-03-18,22.6,2016-04-14,70.0,78.0,right,17.0,20.2,19.0,54.8,40.0,20.0,15.3,69.0
Pierre Bengtsson,1988-04-12,24.39,2016-04-14,73.0,73.0,left,66.0,62.4,72.2,76.0,71.0,63.6,73.3,10.2
Pierre de Wit,1987-09-26,24.12,2016-05-05,64.0,64.0,right,66.0,59.8,67.6,72.2,67.2,62.6,49.0,10.4
Pierre Webo,1982-01-20,24.97,2016-05-12,72.0,72.0,right,70.0,65.0,63.8,66.8,70.4,61.0,21.7,12.8
Pierre-Emerick Aubameyang,1989-06-18,22.6,2016-04-28,84.0,85.0,right,77.0,80.8,75.6,84.2,77.4,68.0,29.7,9.6
Pierre-Emil Hoejbjerg,1995-08-05,24.41,2016-05-05,74.0,82.0,right,71.0,62.8,73.2,71.4,72.2,67.4,66.7,10.0
Pierre-Michel Lasogga,1991-12-15,24.91,2016-04-21,77.0,81.0,right,76.0,69.6,61.6,60.2,79.2,64.6,33.0,9.2
Pierre-Yves Ngawa,1992-02-09,23.71,2016-05-19,66.0,69.0,right,45.0,49.0,49.2,68.6,62.8,49.0,67.3,9.8
Pierrick Capelle,1987-04-15,21.9,2016-03-17,69.0,69.0,left,62.0,63.4,66.8,73.0,65.8,64.2,62.3,12.4
Pierrick Cros,1991-06-23,21.77,2016-02-18,65.0,69.0,right,13.0,15.8,15.4,33.6,28.8,14.2,11.7,65.4
Pierrick Valdivia,1988-04-18,19.53,2016-04-21,69.0,69.0,left,73.0,60.0,62.8,65.0,72.6,65.4,67.7,9.6
Pieter Gerkens,1995-02-17,22.18,2016-03-24,67.0,75.0,right,47.0,60.4,56.4,63.2,60.2,59.6,62.3,10.8
Pieterjan Monteyne,1983-01-01,23.1,2016-03-24,65.0,65.0,left,68.0,59.0,62.6,64.2,66.6,61.4,66.0,12.6
Pintassilgo,1985-06-30,23.08,2016-03-03,69.0,69.0,right,73.0,61.4,69.4,76.0,62.2,62.8,40.3,13.6
Piotr Celeban,1985-06-25,23.43,2016-03-10,71.0,71.0,right,52.0,61.2,45.4,74.6,72.0,61.0,71.3,10.2
Piotr Grzelczak,1988-03-02,23.88,2016-04-28,68.0,68.0,right,72.0,67.4,61.0,64.4,72.2,56.8,28.3,13.2
Piotr Malarczyk,1991-08-01,20.93,2016-06-09,65.0,70.0,right,38.0,40.0,43.8,64.6,55.4,45.8,65.7,12.0
Piotr Polczak,1986-08-25,20.08,2016-03-03,67.0,67.0,right,21.0,47.4,38.4,45.0,56.6,43.4,67.3,11.6
Piotr Wisniewski,1982-08-11,23.39,2016-04-21,65.0,65.0,right,61.0,58.4,65.4,66.2,66.0,63.0,31.7,13.4
Piotr Zemlo,1995-07-10,21.0,2016-04-28,55.0,63.0,left,20.0,40.0,28.6,48.6,50.0,37.6,56.3,10.6
Piotr Zielinski,1994-05-20,23.01,2016-05-12,74.0,82.0,right,65.0,65.2,73.8,74.6,64.8,63.0,54.7,10.0
Pirmin Schwegler,1987-03-09,23.39,2016-01-07,77.0,77.0,right,79.0,69.6,73.8,71.2,75.8,72.6,73.7,11.2
Piscu,1987-02-25,26.04,2016-03-10,65.0,65.0,right,36.0,48.2,39.6,63.2,55.8,50.4,63.7,9.8
Piti,1981-05-26,24.97,2016-02-04,73.0,73.0,left,81.0,66.8,76.4,69.8,71.8,70.0,33.3,10.6
Pizzi,1989-10-06,22.2,2016-04-14,79.0,80.0,right,77.0,71.0,80.6,80.6,70.6,73.2,57.3,12.4
Plamen Krachunov,1989-01-11,21.83,2016-03-10,55.0,56.0,right,18.0,34.0,28.8,53.0,49.6,38.4,59.7,7.6
Pontus Jansson,1991-02-13,23.86,2016-03-31,75.0,79.0,right,50.0,45.6,54.4,57.4,65.6,53.4,77.7,8.2
Pontus Wernbloom,1986-06-25,24.01,2016-04-14,79.0,79.0,right,72.0,65.4,59.2,60.6,76.0,75.0,78.7,11.6
Pozo,1996-03-15,22.4,2016-04-07,69.0,78.0,right,71.0,64.4,64.4,71.8,60.6,49.2,25.7,7.6
Prejuce Nakoulma,1987-04-21,22.74,2016-03-03,74.0,74.0,right,69.0,59.6,59.6,82.4,76.8,60.4,36.0,12.8
Presnel Kimpembe,1995-08-13,20.07,2016-03-10,62.0,75.0,left,27.0,40.8,39.4,52.8,53.0,43.6,66.3,10.6
Prince Buaben,1988-04-23,22.38,2016-03-10,62.0,62.0,right,63.0,49.8,58.0,68.8,66.6,61.4,58.3,11.2
Prince Desir Gouano,1993-12-24,22.69,2016-06-09,70.0,79.0,right,23.0,39.8,42.0,58.8,57.8,46.6,72.0,12.0
Prince Oniangue,1988-11-04,22.08,2016-03-17,71.0,72.0,right,77.0,65.6,68.0,64.0,80.0,66.0,66.3,10.4
Przemyslaw Frankowski,1995-04-12,22.15,2016-03-10,66.0,73.0,left,55.0,59.6,60.0,75.6,64.4,53.6,37.0,10.6
Przemyslaw Mystkowski,1998-04-25,20.23,2016-04-28,60.0,70.0,left,55.0,51.4,50.2,75.0,58.4,50.4,21.7,11.6
Przemyslaw Pitry,1981-09-11,24.28,2016-03-10,60.0,60.0,left,58.0,59.2,55.0,56.6,63.2,51.4,45.0,12.4
Przemyslaw Tyton,1987-01-04,22.76,2016-04-21,76.0,76.0,right,14.0,16.6,18.4,53.2,40.6,24.8,15.0,75.4
Quentin Cornette,1994-01-17,24.78,2016-01-07,64.0,71.0,right,60.0,60.8,64.6,74.0,58.8,60.4,45.3,11.0
Quentin Othon,1988-03-27,24.2,2016-05-05,67.0,67.0,left,58.0,50.2,57.8,70.8,62.8,56.4,65.3,9.6
Quincy Promes,1992-01-04,22.74,2016-05-05,80.0,86.0,right,83.0,71.4,77.0,84.2,77.6,62.2,25.3,9.8
Rabiola,1989-07-25,22.78,2016-03-17,69.0,70.0,right,60.0,65.0,63.8,69.6,68.4,60.4,35.7,10.6
Rachid Alioui,1992-06-18,23.62,2016-03-03,67.0,71.0,right,70.0,51.4,57.4,63.4,72.4,48.2,14.7,10.8
Rachid Ghezzal,1992-05-09,19.39,2016-05-12,74.0,79.0,left,71.0,66.4,77.2,72.6,67.6,62.8,43.7,11.0
Radamel Falcao,1986-02-10,22.81,2016-03-10,82.0,82.0,right,76.0,76.2,72.4,77.6,77.6,69.6,25.7,8.6
Rade Krunic,1993-10-07,22.11,2016-05-12,67.0,75.0,right,62.0,55.8,66.0,66.4,64.2,52.8,43.7,11.8
Radek Dejmek,1988-02-02,24.01,2016-02-04,65.0,65.0,right,29.0,43.2,45.0,63.2,61.2,51.6,64.0,8.6
Radja Nainggolan,1988-05-04,21.12,2016-05-12,83.0,83.0,right,83.0,73.0,77.2,81.0,82.8,78.2,82.0,11.0
Radoslaw Cierzniak,1983-04-24,24.28,2016-03-10,66.0,66.0,right,14.0,13.4,16.2,55.6,38.0,27.4,9.3,66.2
Radoslaw Janukiewicz,1984-05-05,24.5,2016-05-12,65.0,65.0,right,14.0,19.4,19.2,34.0,33.0,20.4,12.3,62.6
Radoslaw Murawski,1994-04-22,24.07,2016-04-21,67.0,75.0,right,49.0,54.2,57.6,69.4,66.4,61.2,64.7,10.8
Radoslaw Pruchnik,1986-10-11,23.22,2016-04-21,57.0,57.0,right,45.0,52.4,57.2,67.6,67.8,56.0,35.0,9.0
Radoslaw Sobolewski,1976-12-13,23.6,2016-04-21,65.0,65.0,right,65.0,54.0,52.8,52.0,57.8,67.0,64.3,12.8
Rafa Lopez,1985-04-09,22.81,2016-02-18,69.0,69.0,right,47.0,56.8,51.8,57.2,59.6,53.4,69.7,12.0
Rafa Silva,1993-05-17,21.77,2016-03-24,78.0,84.0,right,64.0,65.8,71.8,88.0,60.8,56.4,32.3,10.2
Rafa Soares,1995-05-09,22.11,2016-05-12,70.0,82.0,left,70.0,63.6,70.0,73.4,68.8,58.4,67.0,12.0
Rafa Sousa,1988-06-25,23.22,2016-06-30,66.0,66.0,left,48.0,49.4,55.8,55.4,64.4,58.8,64.0,9.4
Rafael Amorim,1987-07-30,23.86,2016-01-14,65.0,65.0,left,29.0,39.8,38.2,41.0,53.2,45.4,67.0,12.4
Rafael Crivellaro,1989-02-18,23.87,2016-04-21,66.0,66.0,left,58.0,57.6,65.8,63.6,57.0,59.6,31.7,4.0
Rafael Dias,1991-01-29,22.45,2016-04-07,65.0,69.0,right,75.0,59.4,69.6,67.8,59.0,60.0,54.7,12.4
Rafael Galhardo,1991-10-30,22.74,2016-04-21,73.0,76.0,right,69.0,63.0,74.4,74.2,68.6,64.2,72.3,11.2
Rafael Lopes,1991-07-28,24.28,2016-04-28,68.0,74.0,right,57.0,59.8,46.0,66.4,72.0,59.0,18.3,11.4
Rafael Marquez,1979-02-13,22.38,2016-04-07,76.0,76.0,right,69.0,51.4,61.0,45.4,67.4,59.0,79.3,10.6
Rafael Martinho,1988-04-15,21.84,2016-05-12,72.0,72.0,left,70.0,65.2,66.0,80.2,68.2,61.4,55.7,9.4
Rafael Martins,1989-03-17,23.1,2016-04-21,77.0,77.0,right,71.0,72.2,64.0,76.0,78.8,62.6,22.7,12.0
Rafael Romo,1990-02-25,21.61,2016-02-25,68.0,70.0,right,13.0,13.8,18.8,49.4,40.4,24.6,13.7,66.2
Rafael Toloi,1990-10-10,21.77,2016-02-04,74.0,77.0,right,65.0,44.0,57.6,64.4,70.0,59.2,76.7,12.6
Rafael van der Vaart,1983-02-11,24.07,2016-03-03,77.0,77.0,left,77.0,72.8,80.4,62.0,62.2,70.6,50.7,12.0
Rafael,1982-03-03,22.6,2016-02-11,74.0,74.0,left,14.0,13.8,16.6,39.6,37.6,24.0,17.7,72.6
Rafal Boguski,1984-06-09,23.11,2016-04-14,64.0,64.0,right,58.0,63.2,62.0,74.6,54.2,55.2,25.7,13.0
Rafal Gikiewicz,1987-10-26,23.24,2016-01-14,71.0,71.0,right,13.0,16.4,14.0,39.2,32.6,22.6,13.3,72.2
Rafal Grzelak,1988-08-07,23.5,2016-05-05,61.0,62.0,left,48.0,51.4,53.6,55.6,72.2,53.4,58.3,11.8
Rafal Grzyb,1983-01-16,24.37,2016-01-07,67.0,67.0,right,67.0,55.8,51.8,70.6,72.2,64.8,64.3,10.0
Rafal Janicki,1992-07-05,23.5,2016-05-05,66.0,70.0,right,33.0,45.0,50.8,54.4,60.4,55.4,67.7,12.2
Rafal Kosznik,1983-12-17,22.78,2016-03-03,64.0,64.0,left,57.0,57.8,54.6,65.8,64.6,62.6,62.0,13.6
Rafal Makowski,1996-08-05,21.75,2016-01-28,55.0,67.0,right,22.0,31.0,26.0,54.6,54.6,40.6,55.7,12.6
Rafal Murawski,1981-10-09,24.37,2016-04-28,70.0,70.0,right,64.0,63.4,67.4,64.2,66.0,64.8,65.3,9.8
Rafal Pietrzak,1992-01-30,22.45,2016-04-07,61.0,65.0,right,34.0,48.6,48.4,69.0,52.0,57.6,58.7,11.0
Rafal Wolski,1992-11-10,20.95,2016-04-28,70.0,74.0,right,61.0,62.2,70.4,75.0,67.4,54.8,29.3,11.4
Raffael,1985-03-28,22.45,2016-04-14,81.0,81.0,right,78.0,74.8,79.8,79.8,73.0,70.8,34.0,10.8
Raffaele Bianco,1987-08-25,24.55,2016-05-12,69.0,69.0,right,61.0,52.8,70.2,69.8,67.0,67.4,54.3,10.8
Raffaele Maiello,1991-07-10,23.1,2016-05-12,66.0,70.0,right,61.0,55.0,64.2,71.0,66.2,59.8,47.7,10.0
Raffaele Palladino,1984-04-17,21.84,2016-03-31,72.0,72.0,right,63.0,63.2,70.4,73.0,56.6,54.4,13.7,13.2
Raffaele Pucino,1991-05-03,22.11,2016-05-12,67.0,71.0,right,38.0,48.6,49.6,68.6,58.8,45.8,68.0,11.2
Raffaele Schiavi,1986-03-15,21.84,2016-05-12,66.0,66.0,right,35.0,43.2,39.2,54.6,58.4,55.0,65.3,12.0
Rafidine Abdullah,1994-01-15,23.67,2016-02-25,68.0,72.0,right,50.0,57.0,56.6,60.0,60.4,63.6,63.3,10.4
Rafinha,1993-02-12,23.18,2016-04-21,79.0,84.0,left,79.0,69.6,75.0,77.8,72.8,67.2,62.3,10.4
Raheem Sterling,1994-12-08,23.81,2016-03-24,81.0,87.0,right,70.0,63.6,70.0,89.2,67.4,56.0,53.3,12.6
Rai Vloet,1995-05-08,21.57,2016-02-04,65.0,75.0,right,65.0,62.0,64.0,62.0,68.0,58.0,30.0,12.0
Rajiv van La Parra,1991-06-04,22.18,2016-06-09,67.0,71.0,right,54.0,52.4,64.6,76.2,62.2,55.2,32.7,13.8
Rajko Brezancic,1989-08-21,24.07,2016-02-11,68.0,70.0,left,28.0,48.8,54.6,71.6,59.4,55.0,72.3,10.4
Ralf Faehrmann,1988-09-27,24.78,2016-04-21,83.0,84.0,right,9.0,15.0,18.8,49.0,43.2,26.6,11.3,77.6
Raman Chibsah,1993-03-10,24.68,2016-05-12,68.0,76.0,right,61.0,55.0,60.2,73.6,68.6,62.6,61.3,7.6
Ramazan Oezcan,1984-06-28,23.75,2016-01-07,73.0,73.0,left,17.0,17.4,17.2,52.0,43.8,22.4,13.0,72.6
Ramires,1987-03-24,21.48,2016-01-21,80.0,80.0,right,66.0,74.0,71.4,82.4,75.0,74.4,78.7,9.6
Ramiro Funes Mori,1991-03-05,23.22,2016-03-10,75.0,79.0,left,59.0,52.8,57.8,68.4,72.0,60.0,76.3,9.6
Ramon Azeez,1992-12-12,23.18,2016-01-28,68.0,76.0,right,60.0,49.6,58.8,74.6,71.8,62.2,64.0,10.0
Ramon Cardozo,1986-04-21,22.87,2016-03-10,72.0,72.0,right,60.0,63.4,53.6,56.4,69.0,58.4,20.7,10.2
Ramon Zomer,1983-04-13,22.38,2016-04-07,70.0,70.0,left,44.0,52.8,49.0,54.2,65.2,60.8,70.3,11.0
Ramy Bensebaini,1995-04-16,21.77,2016-02-04,69.0,79.0,left,43.0,58.8,56.0,65.8,62.0,58.6,71.3,10.8
Rani Khedira,1994-01-27,23.75,2016-03-10,67.0,76.0,right,51.0,47.6,52.4,59.6,66.4,56.6,67.0,10.6
Raoul Loe,1989-01-31,22.28,2016-02-04,71.0,72.0,right,54.0,42.6,53.8,39.6,66.8,63.0,66.3,9.8
Raphael Guerreiro,1993-12-22,23.18,2016-05-05,75.0,81.0,left,71.0,69.6,69.2,80.8,67.2,63.0,73.3,9.0
Raphael Guzzo,1995-01-06,22.1,2016-02-04,69.0,80.0,right,67.0,58.6,69.2,67.4,67.2,63.6,48.3,12.4
Raphael Holzhauser,1993-02-16,22.76,2016-01-21,69.0,73.0,left,69.0,66.4,72.4,55.0,65.8,66.0,63.3,11.2
Raphael Lecomte,1988-05-22,24.39,2016-06-02,65.0,65.0,right,65.0,60.4,62.8,69.6,61.8,57.6,14.0,10.6
Raphael Schaefer,1979-01-30,25.87,2016-03-10,71.0,71.0,left,11.0,12.6,13.6,42.6,38.6,24.4,12.0,68.4
Raphael Wolf,1988-06-06,23.75,2016-06-16,69.0,69.0,right,13.0,13.6,15.2,43.2,40.6,20.0,13.7,67.6
Rasmus Bengtsson,1986-06-26,23.22,2016-06-16,72.0,72.0,right,35.0,48.6,47.4,60.0,55.8,52.2,75.7,10.0
Rasmus Elm,1988-03-17,22.38,2016-03-17,79.0,79.0,right,79.0,72.8,81.2,69.4,77.6,79.2,71.7,11.6
Rasmus Joensson,1990-01-27,18.75,2016-05-19,68.0,70.0,right,64.0,62.2,59.4,66.0,63.0,52.4,32.3,11.4
Rasmus Lindgren,1984-11-29,23.01,2016-03-17,69.0,69.0,right,74.0,65.2,69.0,57.8,67.4,65.6,71.0,9.8
Raul Albiol,1985-09-04,22.62,2016-04-07,81.0,81.0,right,53.0,48.8,56.8,62.2,67.8,55.6,84.3,7.2
Raul Camara,1984-02-28,22.08,2016-05-12,67.0,67.0,right,45.0,52.6,54.2,82.4,66.0,56.6,67.3,12.2
Raul Garcia,1986-07-11,24.28,2016-03-31,81.0,81.0,right,75.0,77.8,78.2,69.4,78.6,78.2,62.7,15.0
Raul Gudino,1996-04-22,21.94,2016-02-18,69.0,83.0,right,12.0,18.2,20.8,46.4,39.6,26.2,15.7,68.2
Raul Jimenez,1991-05-05,21.0,2016-04-21,76.0,80.0,right,63.0,75.2,66.2,72.6,72.6,68.6,27.7,11.0
Raul Marcelo Bobadilla,1987-06-18,27.06,2016-02-11,78.0,78.0,right,73.0,76.4,72.6,72.4,81.0,64.4,32.0,11.4
Raul Navas,1988-06-11,24.14,2016-06-16,74.0,74.0,right,41.0,53.4,47.4,59.0,68.2,57.2,76.3,11.4
Raul Rusescu,1988-07-09,23.99,2016-05-19,70.0,70.0,right,70.0,70.8,67.8,65.8,69.8,59.0,22.7,8.8
Ravel Morrison,1993-02-02,23.18,2016-05-12,76.0,80.0,right,67.0,65.2,71.4,76.0,62.8,60.6,44.3,12.4
Rayco Garcia,1987-03-23,23.46,2016-01-21,65.0,65.0,right,59.0,57.0,59.8,81.4,58.6,52.8,22.0,10.2
Razak Boukari,1987-04-25,20.89,2016-03-10,64.0,64.0,right,57.0,62.2,62.2,67.8,53.4,54.4,24.7,13.0
Razvan Rat,1981-05-26,22.81,2016-05-19,75.0,75.0,left,61.0,67.4,72.8,72.2,69.0,64.8,76.7,11.6
Reece Burke,1996-09-02,22.98,2016-06-09,60.0,74.0,right,17.0,38.6,39.2,55.8,51.4,42.0,61.3,9.4
Reece Grego-Cox,1996-11-12,22.4,2016-03-10,60.0,74.0,right,58.0,52.8,48.8,75.8,58.2,46.0,19.7,12.2
Reece Oxford,1998-12-16,19.62,2016-04-14,65.0,85.0,right,37.0,43.6,45.6,63.0,57.8,52.2,65.7,10.2
Rees Greenwood,1996-01-20,22.81,2016-04-14,60.0,74.0,right,50.0,51.8,53.8,72.0,53.6,45.0,19.3,9.6
Reginald Goreux,1987-12-31,23.78,2016-05-26,71.0,71.0,right,71.0,63.6,67.2,75.4,72.4,66.6,72.3,11.4
Remi Walter,1995-04-26,23.48,2016-03-10,68.0,79.0,left,59.0,55.4,62.2,72.2,64.4,61.2,62.7,11.4
Remo Arnold,1997-01-17,22.38,2016-03-31,57.0,73.0,right,32.0,45.6,48.0,54.4,52.8,48.2,60.0,12.0
Remo Freuler,1992-04-15,22.73,2016-04-21,67.0,72.0,right,61.0,56.6,62.2,68.6,66.6,65.0,54.7,11.2
Remy Amieux,1986-09-05,24.37,2016-02-18,66.0,66.0,left,66.0,53.2,59.6,71.4,71.2,61.2,66.7,13.0
Remy Cabella,1990-03-08,23.49,2016-04-14,79.0,81.0,right,74.0,71.2,79.4,82.4,63.6,64.4,51.7,12.0
Remy Gomis,1984-02-14,22.73,2016-05-05,71.0,71.0,right,65.0,58.2,56.8,54.6,71.8,63.4,68.0,11.2
Remy Riou,1987-08-06,22.98,2016-04-28,77.0,77.0,right,13.0,18.4,19.4,56.8,42.8,27.4,13.0,78.0
Remy Vercoutre,1980-06-26,22.69,2016-05-12,76.0,76.0,right,12.0,12.8,17.8,43.8,35.4,24.4,11.3,76.6
Renan Bressan,1988-11-03,22.38,2016-03-24,74.0,75.0,right,73.0,66.8,74.8,67.8,65.0,57.8,41.7,11.2
Renato Ibarra,1991-01-20,24.12,2016-02-25,72.0,75.0,right,68.0,62.0,67.0,79.2,70.6,62.0,44.7,10.0
Renato Sanches,1997-08-18,24.37,2016-05-12,76.0,88.0,right,77.0,66.4,70.0,82.4,83.0,76.6,66.3,10.0
Renato Santos,1991-10-05,23.67,2016-04-14,67.0,72.0,right,58.0,61.6,61.6,72.6,57.8,50.6,27.7,11.0
Renato Steffen,1991-11-03,23.49,2016-05-05,72.0,78.0,left,69.0,67.4,70.6,79.0,70.6,50.0,31.0,11.0
Renato Tapia,1995-07-28,22.08,2016-03-17,71.0,80.0,right,68.0,64.8,70.8,68.8,76.8,70.6,64.0,12.0
Renato,1979-05-15,24.68,2016-03-10,73.0,73.0,right,66.0,73.4,75.0,64.6,69.4,71.4,64.7,10.4
Renaud Cohade,1984-09-29,22.73,2016-04-21,73.0,73.0,right,71.0,71.0,73.6,69.8,70.8,72.0,64.3,12.4
Renaud Emond,1991-12-05,22.43,2016-03-17,69.0,72.0,right,60.0,64.8,57.2,66.4,66.2,55.4,18.0,11.6
Rene Adler,1985-01-15,24.0,2016-01-07,80.0,80.0,right,14.0,18.8,18.8,51.2,38.8,21.6,12.3,78.8
Rene Krhin,1990-05-21,22.08,2016-06-02,75.0,77.0,right,57.0,59.2,65.6,55.8,68.6,65.8,68.7,10.0
Rens van Eijden,1988-03-03,22.98,2016-05-05,70.0,70.0,right,23.0,37.0,40.0,49.2,60.2,55.8,69.7,9.8
Reto Ziegler,1986-01-16,23.6,2016-03-10,73.0,73.0,left,73.0,64.0,75.0,68.6,74.4,70.0,73.0,4.8
Reuben Gabriel,1990-09-25,22.53,2016-04-14,66.0,69.0,right,49.0,51.4,53.8,52.2,67.6,60.2,61.7,12.2
Reynald Lemaitre,1983-06-28,22.15,2016-04-14,69.0,69.0,left,64.0,62.2,59.4,65.2,66.6,58.2,73.0,11.4
Reza Ghoochannejhad,1987-09-20,24.97,2016-04-28,66.0,66.0,left,65.0,60.6,61.4,75.8,64.2,56.0,32.7,10.8
Ricardo Alvarez,1988-04-12,23.75,2016-05-12,77.0,77.0,left,76.0,73.4,81.0,67.2,74.6,66.0,53.3,10.2
Ricardo Carvalho,1978-05-18,23.6,2016-04-07,78.0,78.0,right,39.0,60.6,54.2,52.2,53.8,61.0,77.7,12.2
Ricardo Costa,1981-05-16,23.87,2016-02-04,74.0,74.0,right,32.0,46.4,40.6,59.2,68.2,60.0,75.3,11.4
Ricardo Dani,1982-01-30,25.25,2016-03-03,68.0,68.0,right,54.0,56.0,58.6,59.0,61.6,62.8,65.7,12.0
Ricardo Dias,1991-02-25,22.34,2016-02-25,69.0,73.0,right,49.0,52.2,57.6,60.4,64.8,61.4,67.3,10.4
Ricardo Esgaio,1993-05-16,21.74,2016-04-21,71.0,76.0,right,63.0,63.0,66.6,74.0,63.0,71.2,73.0,10.6
Ricardo Faty,1986-08-04,22.03,2016-05-12,70.0,70.0,right,53.0,57.4,60.8,54.0,71.2,59.2,70.3,10.8
Ricardo Ferreira,1992-11-25,21.0,2016-04-07,73.0,81.0,right,19.0,42.8,39.8,58.0,52.2,49.0,76.3,11.4
Ricardo Gomes,1991-12-18,25.16,2016-02-11,68.0,74.0,right,68.0,60.6,59.4,66.4,72.4,62.8,19.7,8.4
Ricardo Horta,1994-09-15,20.37,2016-04-28,74.0,83.0,right,69.0,68.0,71.0,78.4,63.6,58.8,25.7,9.4
